state_name,district_name,mandal_name,village_name,crop_name,disease_name,affected_area_acres,total_crop_area_acres,disease_incidence_percent,severity_level,affected_farmers,season
Andhra Pradesh,Kakinada,Kakinada_Mandal_6,Kakinada_Village_16,Turmeric,Leaf Spot,89.9,430.68,20.87,Low,18,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Dulla,Groundnut,Tikka Leaf Spot,203.95,544.0,37.49,High,811,Summer
Andhra Pradesh,Visakhapatnam,Visakhapatnam_Mandal_5,Visakhapatnam_Village_30,Chilli,Leaf Curl Virus,420.38,1210.31,34.73,High,417,Kharif
Andhra Pradesh,Tirupati,Tirupati_Mandal_3,Tirupati_Village_50,Chilli,Leaf Curl Virus,460.68,1085.98,42.42,High,462,Kharif
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_7,Parvathipuram Manyam_Village_8,Rice,Blast,226.04,1102.12,20.51,Low,420,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Pedapadu,Cotton,Leaf Curl Virus,61.0,204.0,29.9,High,660,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Mallavaram,Chilli,Leaf Curl Virus,157.96,2909.0,5.43,Low,301,Rabi
Andhra Pradesh,Guntur,Tadikonda,Mallavaram,Maize,Turcicum Leaf Blight,1258.46,2156.0,58.37,Severe,111,Rabi
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_2,Dr. B.R. Ambedkar Konaseema_Village_2,Cotton,Wilt,160.46,682.45,23.51,Low,482,Zaid
Andhra Pradesh,Tirupati,Tirupati_Mandal_7,Tirupati_Village_38,Groundnut,Collar Rot,208.94,1193.03,17.51,Low,189,Kharif
Andhra Pradesh,Prakasam,Markapur,Valasapalle,Cotton,Leaf Curl Virus,321.92,881.0,36.54,High,338,Kharif
Andhra Pradesh,Eluru,Eluru_Mandal_8,Eluru_Village_17,Cotton,Boll Rot,197.21,315.34,62.54,High,135,Rabi
Andhra Pradesh,Prakasam,Markapur,Dulla,Mango,Anthracnose,812.81,2160.0,37.63,High,275,Kharif
Andhra Pradesh,NTR,Gannavaram,Kothapalli,Cotton,Pink Bollworm,1164.39,2114.0,55.08,Severe,414,Summer
Andhra Pradesh,West Godavari,Narasapuram,Venkannapalem,Jowar (Sorghum),Anthracnose,108.79,2257.0,4.82,Low,490,Rabi
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_5,Srikakulam_Village_3,Mango,Powdery Mildew,470.89,1071.06,43.96,Low,33,Zaid
Andhra Pradesh,West Godavari,Narasapuram,Annavaram,Turmeric,Leaf Spot,1031.06,2588.0,39.84,High,767,Summer
Andhra Pradesh,Annamayya,Madanapalle,Dulla,Cotton,Leaf Curl Virus,624.75,925.0,67.54,Severe,769,Kharif
Andhra Pradesh,Guntur,Mangalagiri,Venkannapalem,Tomato,Leaf Curl Virus,863.42,2755.0,31.34,High,360,Summer
Andhra Pradesh,Nandyal,Nandyal_Mandal_8,Nandyal_Village_24,Sugarcane,Smut,439.28,621.41,70.69,Low,400,Kharif
Andhra Pradesh,Chittoor,Chittoor_Mandal_7,Chittoor_Village_4,Onion,Stemphylium Blight,373.11,827.1,45.11,Low,84,Kharif
Andhra Pradesh,Palnadu,Palnadu_Mandal_9,Palnadu_Village_16,Cotton,Leaf Curl,341.62,554.81,61.57,Medium,230,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Ramapuram,Onion,Stemphylium Blight,402.11,2545.0,15.8,Medium,251,Kharif
Andhra Pradesh,Prakasam,Markapur,Chinakakani,Turmeric,Rhizome Rot,77.26,557.0,13.87,Medium,154,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Banana,Sigatoka,772.13,2240.0,34.47,High,48,Kharif
Andhra Pradesh,Krishna,Machilipatnam,Valasapalle,Paddy (Rice),Blast,931.17,2373.0,39.24,High,214,Summer
Andhra Pradesh,West Godavari,Palacole,Kothapalli,Turmeric,Rhizome Rot,46.67,359.0,13.0,Medium,838,Summer
Andhra Pradesh,Krishna,Machilipatnam,Lingapuram,Maize,Maydis Leaf Blight,598.19,995.0,60.12,Severe,328,Kharif
Andhra Pradesh,West Godavari,Bhimavaram,Konidela,Jowar (Sorghum),Anthracnose,1090.85,2099.0,51.97,Severe,271,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Valasapalle,Sugarcane,Smut,1551.02,2689.0,57.68,Severe,119,Summer
Andhra Pradesh,Kurnool,Nandyal,Dulla,Cotton,Pink Bollworm,461.75,1430.0,32.29,High,24,Summer
Andhra Pradesh,NTR,Kanchikacherla,Ramapuram,Maize,Turcicum Leaf Blight,135.27,1211.0,11.17,Medium,747,Rabi
Andhra Pradesh,Annamayya,Madanapalle,Annavaram,Paddy (Rice),Bacterial Leaf Blight,311.03,505.0,61.59,Severe,47,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Konidela,Tomato,Leaf Curl Virus,53.49,2547.0,2.1,Low,741,Summer
Andhra Pradesh,NTR,Kanchikacherla,Pedapadu,Maize,Turcicum Leaf Blight,70.32,479.0,14.68,Medium,378,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Mallavaram,Cotton,Pink Bollworm,497.36,1528.0,32.55,High,897,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Chinakakani,Mango,Powdery Mildew,58.84,1391.0,4.23,Low,924,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Chinakakani,Onion,Purple Blotch,460.35,797.0,57.76,Severe,624,Rabi
Andhra Pradesh,West Godavari,Bhimavaram,Kothapalli,Onion,Purple Blotch,279.72,740.0,37.8,High,573,Kharif
Andhra Pradesh,West Godavari,Palacole,Kothapalli,Onion,Purple Blotch,16.61,722.0,2.3,Low,605,Summer
Andhra Pradesh,East Godavari,Kadiam,Kothapalli,Banana,Sigatoka,213.24,1198.0,17.8,Medium,202,Kharif
Andhra Pradesh,Guntur,Mangalagiri,Valasapalle,Maize,Downy Mildew,217.01,867.0,25.03,High,654,Rabi
Andhra Pradesh,Annamayya,Rayachoti,Lingapuram,Mango,Powdery Mildew,1115.48,1656.0,67.36,Severe,107,Rabi
Andhra Pradesh,Prakasam,Ongole,Konidela,Chilli,Leaf Curl Virus,53.79,186.0,28.92,High,242,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Kothapalli,Chilli,Anthracnose,43.39,1382.0,3.14,Low,855,Rabi
Andhra Pradesh,East Godavari,Kadiam,Konidela,Banana,Panama Wilt,803.34,2249.0,35.72,High,329,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Kothapalli,Groundnut,Tikka Leaf Spot,36.05,2670.0,1.35,Low,167,Summer
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_1,Parvathipuram Manyam_Village_23,Sugarcane,Wilt,130.27,635.58,20.5,High,273,Rabi
Andhra Pradesh,Alluri Sitharama Raju,Alluri Sitharama Raju_Mandal_1,Alluri Sitharama Raju_Village_15,Onion,Bulb Rot,408.94,529.12,77.29,Low,55,Kharif
Andhra Pradesh,East Godavari,Kadiam,Ramapuram,Maize,Maydis Leaf Blight,86.01,1807.0,4.76,Low,25,Kharif
Andhra Pradesh,Guntur,Mangalagiri,Annavaram,Tomato,Leaf Curl Virus,1003.07,1722.0,58.25,Severe,113,Kharif
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_9,Ananthapuramu_Village_17,Groundnut,Rust,242.24,1235.02,19.61,Medium,84,Zaid
Andhra Pradesh,Guntur,Mangalagiri,Ramapuram,Chilli,Leaf Curl Virus,101.92,235.0,43.37,High,879,Kharif
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_9,Ananthapuramu_Village_38,Mango,Powdery Mildew,298.1,1107.37,26.92,Low,307,Zaid
Andhra Pradesh,Guntur,Amaravathi,Mallavaram,Turmeric,Rhizome Rot,204.59,363.0,56.36,Severe,578,Kharif
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_6,Parvathipuram Manyam_Village_41,Turmeric,Leaf Spot,209.94,683.54,30.71,Medium,459,Rabi
Andhra Pradesh,Prakasam,Markapur,Dulla,Turmeric,Rhizome Rot,1160.52,2834.0,40.95,High,380,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Mallavaram,Cotton,Pink Bollworm,627.87,2542.0,24.7,Medium,127,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Kothapalli,Jowar (Sorghum),Grain Mold,22.75,669.0,3.4,Low,961,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Konidela,Paddy (Rice),Brown Spot,1447.25,2997.0,48.29,High,556,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Konidela,Mango,Anthracnose,638.94,1508.0,42.37,High,411,Kharif
Andhra Pradesh,Palnadu,Palnadu_Mandal_9,Palnadu_Village_44,Chilli,Powdery Mildew,246.23,566.45,43.47,High,495,Rabi
Andhra Pradesh,West Godavari,Bhimavaram,Valasapalle,Banana,Panama Wilt,1222.47,2232.0,54.77,Severe,108,Kharif
Andhra Pradesh,Guntur,Amaravathi,Ramapuram,Sugarcane,Red Rot,1027.32,2100.0,48.92,High,784,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Mallavaram,Turmeric,Leaf Spot,16.99,204.0,8.33,Low,625,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Valasapalle,Groundnut,Tikka Leaf Spot,1048.43,1556.0,67.38,Severe,889,Summer
Andhra Pradesh,Guntur,Amaravathi,Ramapuram,Cotton,Leaf Curl Virus,825.51,1853.0,44.55,High,962,Kharif
Andhra Pradesh,East Godavari,Kadiam,Annavaram,Turmeric,Leaf Spot,1308.63,2017.0,64.88,Severe,863,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Konidela,Sugarcane,Red Rot,87.2,606.0,14.39,Medium,453,Rabi
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_4,Vizianagaram_Village_30,Chilli,Leaf Curl Virus,207.11,531.51,38.97,Medium,283,Rabi
Andhra Pradesh,Annamayya,Pileru,Lingapuram,Maize,Turcicum Leaf Blight,332.79,1178.0,28.25,High,265,Rabi
Andhra Pradesh,Annamayya,Madanapalle,Kothapalli,Cotton,Pink Bollworm,1821.66,2876.0,63.34,Severe,840,Summer
Andhra Pradesh,Annamayya,Rayachoti,Dulla,Jowar (Sorghum),Anthracnose,933.28,2237.0,41.72,High,480,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Ramapuram,Jowar (Sorghum),Grain Mold,98.69,440.0,22.43,Medium,210,Rabi
Andhra Pradesh,Prakasam,Markapur,Annavaram,Chilli,Leaf Curl Virus,717.12,1250.0,57.37,Severe,808,Rabi
Andhra Pradesh,NTR,Vijayawada Rural,Venkannapalem,Tomato,Leaf Curl Virus,47.74,413.0,11.56,Medium,961,Rabi
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Dr. B.R. Ambedkar Konaseema_Mandal_4,Dr. B.R. Ambedkar Konaseema_Village_32,Onion,Stemphylium Blight,498.15,702.89,70.87,High,282,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Valasapalle,Maize,Turcicum Leaf Blight,1064.83,1941.0,54.86,Severe,398,Summer
Andhra Pradesh,East Godavari,Seethanagaram,Ramapuram,Onion,Stemphylium Blight,104.36,217.0,48.09,High,439,Rabi
Andhra Pradesh,NTR,Gannavaram,Pedapadu,Paddy (Rice),Blast,383.0,1162.0,32.96,High,908,Summer
Andhra Pradesh,Prakasam,Chimakurthy,Dulla,Maize,Turcicum Leaf Blight,1301.01,1945.0,66.89,Severe,925,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Onion,Stemphylium Blight,7.7,141.0,5.46,Low,194,Summer
Andhra Pradesh,East Godavari,Rajanagaram,Kothapalli,Chilli,Anthracnose,164.58,963.0,17.09,Medium,958,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_1,Kakinada_Village_46,Cotton,Wilt,43.1,833.32,5.17,Low,273,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Valasapalle,Sugarcane,Smut,1061.39,2253.0,47.11,High,386,Summer
Andhra Pradesh,NTR,Vijayawada Rural,Konidela,Groundnut,Rust,29.55,445.0,6.64,Low,877,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Kothapalli,Maize,Downy Mildew,558.14,2123.0,26.29,High,863,Kharif
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_7,Sri Potti Sriramulu Nellore_Village_24,Rice,Bacterial Blight,450.48,598.49,75.27,High,122,Rabi
Andhra Pradesh,Guntur,Mangalagiri,Konidela,Tomato,Early Blight,3.33,275.0,1.21,Low,961,Summer
Andhra Pradesh,Kurnool,Banaganapalle,Lingapuram,Cotton,Pink Bollworm,716.66,1588.0,45.13,High,536,Kharif
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram Manyam_Mandal_4,Parvathipuram Manyam_Village_22,Turmeric,Rhizome Rot,288.53,1057.17,27.29,Low,128,Kharif
Andhra Pradesh,Krishna,Machilipatnam,Pedapadu,Turmeric,Leaf Spot,110.19,594.0,18.55,Medium,531,Kharif
Andhra Pradesh,Prakasam,Markapur,Dulla,Mango,Powdery Mildew,1496.01,2323.0,64.4,Severe,880,Summer
Andhra Pradesh,NTR,Gannavaram,Venkannapalem,Sugarcane,Red Rot,801.32,1697.0,47.22,High,123,Kharif
Andhra Pradesh,Prakasam,Ongole,Venkannapalem,Chilli,Anthracnose,103.54,943.0,10.98,Medium,835,Summer
Andhra Pradesh,Guntur,Tadikonda,Annavaram,Onion,Stemphylium Blight,78.16,212.0,36.87,High,574,Summer
Andhra Pradesh,Prakasam,Markapur,Kothapalli,Maize,Turcicum Leaf Blight,526.46,1106.0,47.6,High,725,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Pedapadu,Jowar (Sorghum),Grain Mold,581.08,2621.0,22.17,Medium,349,Kharif
Andhra Pradesh,Kurnool,Panyam,Annavaram,Sugarcane,Smut,1101.55,1696.0,64.95,Severe,348,Summer
Andhra Pradesh,Prakasam,Ongole,Ramapuram,Onion,Purple Blotch,1704.53,2948.0,57.82,Severe,630,Kharif
Andhra Pradesh,NTR,Gannavaram,Lingapuram,Banana,Panama Wilt,562.45,2537.0,22.17,Medium,150,Summer
Andhra Pradesh,Palnadu,Palnadu_Mandal_8,Palnadu_Village_5,Mango,Anthracnose,422.5,627.96,67.28,High,120,Zaid
Andhra Pradesh,Prakasam,Chimakurthy,Pedapadu,Maize,Turcicum Leaf Blight,809.14,2896.0,27.94,High,104,Summer
Andhra Pradesh,Prakasam,Markapur,Lingapuram,Cotton,Leaf Curl Virus,621.32,1910.0,32.53,High,910,Rabi
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_8,Anakapalli_Village_2,Cotton,Wilt,330.36,953.96,34.63,High,429,Rabi
Andhra Pradesh,Krishna,Machilipatnam,Valasapalle,Groundnut,Tikka Leaf Spot,324.55,1862.0,17.43,Medium,513,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Annavaram,Maize,Downy Mildew,311.23,658.0,47.3,High,925,Rabi
Andhra Pradesh,West Godavari,Palacole,Chinakakani,Maize,Maydis Leaf Blight,792.92,1534.0,51.69,Severe,132,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Chinakakani,Onion,Stemphylium Blight,357.11,1922.0,18.58,Medium,716,Rabi
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_3,Ananthapuramu_Village_40,Tomato,Late Blight,206.34,415.23,49.69,Low,450,Rabi
Andhra Pradesh,West Godavari,Narasapuram,Valasapalle,Sugarcane,Smut,164.52,2474.0,6.65,Low,198,Rabi
Andhra Pradesh,West Godavari,Bhimavaram,Mallavaram,Banana,Sigatoka,226.64,349.0,64.94,Severe,761,Kharif
Andhra Pradesh,Kurnool,Banaganapalle,Dulla,Groundnut,Rust,194.99,487.0,40.04,High,450,Kharif
Andhra Pradesh,Guntur,Tadikonda,Pedapadu,Tomato,Early Blight,117.39,244.0,48.11,High,154,Kharif
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_2,Vizianagaram_Village_35,Tomato,Leaf Curl,68.84,254.07,27.09,High,15,Kharif
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_7,Sri Potti Sriramulu Nellore_Village_24,Tomato,Late Blight,307.65,455.76,67.5,Medium,455,Kharif
Andhra Pradesh,Visakhapatnam,Visakhapatnam_Mandal_7,Visakhapatnam_Village_22,Cotton,Wilt,477.32,1215.4,39.27,Medium,407,Zaid
Andhra Pradesh,East Godavari,Seethanagaram,Pedapadu,Chilli,Anthracnose,429.76,1088.0,39.5,High,764,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Lingapuram,Jowar (Sorghum),Anthracnose,159.77,2536.0,6.3,Low,503,Rabi
Andhra Pradesh,NTR,Gannavaram,Kothapalli,Onion,Purple Blotch,13.33,766.0,1.74,Low,977,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Venkannapalem,Paddy (Rice),Sheath Blight,925.38,2750.0,33.65,High,980,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Dulla,Tomato,Early Blight,1033.36,2303.0,44.87,High,705,Kharif
Andhra Pradesh,Nandyal,Nandyal_Mandal_5,Nandyal_Village_33,Chilli,Powdery Mildew,121.27,932.44,13.01,High,282,Zaid
Andhra Pradesh,Annamayya,Pileru,Dulla,Tomato,Late Blight,100.67,229.0,43.96,High,647,Rabi
Andhra Pradesh,Krishna,Gudivada,Lingapuram,Onion,Stemphylium Blight,119.88,534.0,22.45,Medium,636,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Mallavaram,Sugarcane,Smut,19.41,101.0,19.22,Medium,524,Kharif
Andhra Pradesh,Prakasam,Chimakurthy,Mallavaram,Banana,Panama Wilt,29.85,1066.0,2.8,Low,341,Rabi
Andhra Pradesh,Bapatla,Bapatla_Mandal_3,Bapatla_Village_41,Onion,Bulb Rot,71.39,542.91,13.15,High,172,Kharif
Andhra Pradesh,Guntur,Tadikonda,Venkannapalem,Maize,Maydis Leaf Blight,469.97,1229.0,38.24,High,431,Rabi
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_7,Sri Potti Sriramulu Nellore_Village_46,Rice,Blast,364.81,526.74,69.26,High,371,Kharif
Andhra Pradesh,East Godavari,Rajanagaram,Annavaram,Sugarcane,Smut,10.71,236.0,4.54,Low,159,Rabi
Andhra Pradesh,West Godavari,Palacole,Kothapalli,Paddy (Rice),Bacterial Leaf Blight,90.6,387.0,23.41,Medium,387,Rabi
Andhra Pradesh,East Godavari,Seethanagaram,Konidela,Tomato,Leaf Curl Virus,491.94,892.0,55.15,Severe,741,Kharif
Andhra Pradesh,West Godavari,Bhimavaram,Lingapuram,Chilli,Leaf Curl Virus,537.71,2344.0,22.94,Medium,481,Rabi
Andhra Pradesh,Annamayya,Pileru,Ramapuram,Maize,Maydis Leaf Blight,98.91,2127.0,4.65,Low,377,Summer
Andhra Pradesh,YSR Kadapa,YSR Kadapa_Mandal_5,YSR Kadapa_Village_50,Cotton,Boll Rot,461.36,1380.53,33.42,Low,319,Rabi
Andhra Pradesh,Krishna,Pedana,Chinakakani,Onion,Stemphylium Blight,763.89,2090.0,36.55,High,481,Summer
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_2,Anakapalli_Village_10,Tomato,Early Blight,380.28,1081.5,35.16,High,155,Rabi
Andhra Pradesh,Nandyal,Nandyal_Mandal_10,Nandyal_Village_33,Tomato,Leaf Curl,111.3,590.69,18.84,High,58,Rabi
Andhra Pradesh,Vizianagaram,Vizianagaram_Mandal_1,Vizianagaram_Village_48,Cotton,Boll Rot,8.26,1004.49,0.82,Medium,108,Kharif
Andhra Pradesh,Prakasam,Ongole,Chinakakani,Sugarcane,Red Rot,263.32,1099.0,23.96,Medium,507,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Ramapuram,Banana,Panama Wilt,195.42,424.0,46.09,High,808,Summer
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_4,Srikakulam_Village_3,Rice,Brown Spot,60.85,969.05,6.28,High,79,Zaid
Andhra Pradesh,East Godavari,Rajanagaram,Annavaram,Sugarcane,Red Rot,1062.5,1700.0,62.5,Severe,74,Rabi
Andhra Pradesh,Annamayya,Rayachoti,Mallavaram,Chilli,Anthracnose,181.56,2307.0,7.87,Low,715,Kharif
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore_Mandal_1,Sri Potti Sriramulu Nellore_Village_4,Groundnut,Tikka Disease,418.06,1373.8,30.43,High,410,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_4,Kakinada_Village_28,Cotton,Leaf Curl,110.77,595.9,18.59,Low,65,Kharif
Andhra Pradesh,NTR,Gannavaram,Konidela,Turmeric,Leaf Spot,137.49,336.0,40.92,High,25,Summer
Andhra Pradesh,Guntur,Tadikonda,Ramapuram,Cotton,Leaf Curl Virus,765.78,2732.0,28.03,High,503,Summer
Andhra Pradesh,Annamayya,Pileru,Konidela,Groundnut,Tikka Leaf Spot,394.89,628.0,62.88,Severe,396,Kharif
Andhra Pradesh,East Godavari,Seethanagaram,Konidela,Turmeric,Leaf Spot,1432.3,2369.0,60.46,Severe,338,Kharif
Andhra Pradesh,Kakinada,Kakinada_Mandal_5,Kakinada_Village_18,Turmeric,Rhizome Rot,390.79,1247.23,31.33,High,245,Rabi
Andhra Pradesh,East Godavari,Kadiam,Annavaram,Tomato,Early Blight,1485.29,2542.0,58.43,Severe,900,Rabi
Andhra Pradesh,West Godavari,Narasapuram,Mallavaram,Sugarcane,Red Rot,1359.47,1980.0,68.66,Severe,180,Rabi
Andhra Pradesh,West Godavari,Palacole,Lingapuram,Jowar (Sorghum),Grain Mold,187.0,347.0,53.89,Severe,475,Summer
Andhra Pradesh,Annamayya,Pileru,Ramapuram,Turmeric,Leaf Spot,1500.77,2356.0,63.7,Severe,309,Rabi
Andhra Pradesh,Prakasam,Ongole,Valasapalle,Groundnut,Tikka Leaf Spot,411.6,2000.0,20.58,Medium,585,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Valasapalle,Sugarcane,Red Rot,291.18,1726.0,16.87,Medium,913,Rabi
Andhra Pradesh,Srikakulam,Srikakulam_Mandal_8,Srikakulam_Village_39,Mango,Powdery Mildew,23.82,241.9,9.85,Low,348,Zaid
Andhra Pradesh,Anakapalli,Anakapalli_Mandal_3,Anakapalli_Village_48,Chilli,Powdery Mildew,91.83,230.35,39.87,High,171,Zaid
Andhra Pradesh,NTR,Gannavaram,Kothapalli,Chilli,Leaf Curl Virus,45.7,275.0,16.62,Medium,509,Rabi
Andhra Pradesh,Prakasam,Chimakurthy,Annavaram,Banana,Panama Wilt,894.35,1352.0,66.15,Severe,219,Summer
Andhra Pradesh,Sri Sathya Sai,Sri Sathya Sai_Mandal_9,Sri Sathya Sai_Village_22,Sugarcane,Smut,243.58,1142.0,21.33,Medium,149,Zaid
Andhra Pradesh,Tirupati,Tirupati_Mandal_9,Tirupati_Village_16,Groundnut,Collar Rot,329.97,1037.74,31.8,High,383,Kharif
Andhra Pradesh,Guntur,Tadikonda,Kothapalli,Jowar (Sorghum),Anthracnose,283.83,517.0,54.9,Severe,837,Summer
Andhra Pradesh,Annamayya,Rayachoti,Venkannapalem,Jowar (Sorghum),Grain Mold,151.88,1054.0,14.41,Medium,865,Rabi
Andhra Pradesh,Sri Sathya Sai,Sri Sathya Sai_Mandal_5,Sri Sathya Sai_Village_9,Mango,Sooty Mold,468.22,1335.72,35.05,Low,309,Rabi
Andhra Pradesh,Annamayya,Rayachoti,Chinakakani,Paddy (Rice),Brown Spot,80.9,787.0,10.28,Medium,675,Kharif
Andhra Pradesh,Annamayya,Pileru,Mallavaram,Onion,Purple Blotch,1157.35,2845.0,40.68,High,828,Summer
Andhra Pradesh,Annamayya,Madanapalle,Dulla,Groundnut,Tikka Leaf Spot,605.12,1921.0,31.5,High,195,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Ramapuram,Sugarcane,Smut,1011.06,1505.0,67.18,Severe,38,Summer
Andhra Pradesh,Prakasam,Ongole,Annavaram,Maize,Maydis Leaf Blight,52.22,146.0,35.77,High,156,Summer
Andhra Pradesh,NTR,Kanchikacherla,Kothapalli,Paddy (Rice),Blast,265.88,713.0,37.29,High,932,Kharif
Andhra Pradesh,Alluri Sitharama Raju,Alluri Sitharama Raju_Mandal_7,Alluri Sitharama Raju_Village_43,Sugarcane,Red Rot,247.22,1111.69,22.24,Medium,196,Rabi
Andhra Pradesh,NTR,Gannavaram,Ramapuram,Maize,Turcicum Leaf Blight,994.6,2779.0,35.79,High,102,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Valasapalle,Turmeric,Leaf Spot,644.15,1715.0,37.56,High,82,Kharif
Andhra Pradesh,Annamayya,Rayachoti,Dulla,Turmeric,Leaf Spot,171.42,380.0,45.11,High,726,Summer
Andhra Pradesh,Annamayya,Rayachoti,Chinakakani,Groundnut,Tikka Leaf Spot,763.14,1494.0,51.08,Severe,741,Summer
Andhra Pradesh,Prakasam,Ongole,Lingapuram,Onion,Stemphylium Blight,727.0,2759.0,26.35,High,313,Kharif
Andhra Pradesh,West Godavari,Narasapuram,Valasapalle,Banana,Sigatoka,991.01,1722.0,57.55,Severe,313,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Konidela,Onion,Stemphylium Blight,1235.46,2311.0,53.46,Severe,685,Summer
Andhra Pradesh,Prakasam,Ongole,Valasapalle,Mango,Anthracnose,39.44,1006.0,3.92,Low,33,Summer
Andhra Pradesh,Prakasam,Markapur,Kothapalli,Jowar (Sorghum),Grain Mold,43.68,291.0,15.01,Medium,177,Rabi
Andhra Pradesh,Annamayya,Madanapalle,Pedapadu,Mango,Powdery Mildew,1148.87,1693.0,67.86,Severe,835,Rabi
Andhra Pradesh,East Godavari,Rajanagaram,Ramapuram,Chilli,Anthracnose,386.34,2376.0,16.26,Medium,908,Kharif
Andhra Pradesh,Tirupati,Tirupati_Mandal_7,Tirupati_Village_32,Tomato,Late Blight,458.19,484.87,94.5,Medium,424,Rabi
Andhra Pradesh,Krishna,Gudivada,Kothapalli,Turmeric,Leaf Spot,80.62,2780.0,2.9,Low,988,Summer
Andhra Pradesh,Guntur,Amaravathi,Venkannapalem,Banana,Sigatoka,707.85,1125.0,62.92,Severe,350,Rabi
Andhra Pradesh,NTR,Kanchikacherla,Annavaram,Maize,Turcicum Leaf Blight,537.88,2858.0,18.82,Medium,163,Kharif
Andhra Pradesh,NTR,Vijayawada Rural,Dulla,Chilli,Leaf Curl Virus,771.8,1894.0,40.75,High,921,Summer
Andhra Pradesh,Guntur,Mangalagiri,Kothapalli,Mango,Anthracnose,65.83,347.0,18.97,Medium,5,Rabi
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_8,Ananthapuramu_Village_47,Rice,Blast,342.44,723.41,47.34,Low,82,Zaid
Andhra Pradesh,West Godavari,Palacole,Pedapadu,Jowar (Sorghum),Anthracnose,55.48,270.0,20.55,Medium,144,Kharif
Andhra Pradesh,Ananthapuramu,Ananthapuramu_Mandal_1,Ananthapuramu_Village_25,Cotton,Wilt,364.66,649.55,56.14,High,372,Zaid
Andhra Pradesh,East Godavari,Seethanagaram,Chinakakani,Sugarcane,Red Rot,168.21,2087.0,8.06,Low,750,Rabi
Andhra Pradesh,West Godavari,Narasapuram,Valasapalle,Mango,Powdery Mildew,59.28,679.0,8.73,Low,397,Kharif
Andhra Pradesh,Kurnool,Nandyal,Kothapalli,Onion,Purple Blotch,515.6,915.0,56.35,Severe,933,Kharif
